,Y,Yhat,confidence
0,0,0,0.5553473830223083
1,0,0,0.9646586775779724
2,0,391,0.5551528334617615
3,0,0,0.9998360872268676
4,0,0,0.9999449253082277
5,0,0,0.9992527365684508
6,0,0,0.999492883682251
7,0,0,0.99680495262146
8,0,0,0.9723433256149292
9,0,0,0.997728168964386
10,0,133,0.8587082028388977
11,0,0,0.9998891353607178
12,0,0,0.9996030926704408
13,0,0,0.9899893999099731
14,0,0,0.9875717163085938
15,0,0,0.9998076558113098
16,0,0,0.999996781349182
17,0,0,0.999874234199524
18,0,0,0.9998016953468324
19,0,0,0.9990696310997008
20,0,0,0.9986203908920288
21,0,0,0.6617721915245056
22,0,0,0.9996594190597534
23,0,0,0.998685896396637
24,0,0,0.9998409748077391
25,0,0,0.9837892651557922
26,0,0,0.9972898960113524
27,0,0,0.8883612751960754
28,0,0,0.9999784231185912
29,0,0,0.999345362186432
30,0,0,0.9999269247055054
31,0,0,0.9975595474243164
32,0,391,0.7445729374885559
33,0,0,0.9997854828834534
34,0,0,0.9982776641845704
35,0,758,0.9493827223777772
36,0,33,0.6325930953025818
37,0,0,0.9789454340934752
38,0,0,0.9996230602264404
39,0,0,0.9959903359413148
40,0,0,0.9999312162399292
41,0,0,0.9999837875366212
42,0,0,0.999902606010437
43,0,0,0.9999998807907104
44,0,0,0.99937903881073
45,0,0,0.9990122318267822
46,0,0,0.9996349811553956
47,0,0,0.9998505115509032
48,0,0,0.9911884069442748
49,0,0,0.9981220364570618
50,1,115,0.7183074355125427
51,1,1,0.9571221470832824
52,1,1,0.9999549388885498
53,1,1,0.9999247789382936
54,1,467,0.3505634367465973
55,1,1,0.8090188503265381
56,1,1,0.992823600769043
57,1,1,0.9999622106552124
58,1,1,0.999520778656006
59,1,1,0.9733994007110596
60,1,1,0.9999850988388062
61,1,1,0.9358944296836852
62,1,1,0.9993743300437928
63,1,1,0.9996240139007568
64,1,1,0.996824026107788
65,1,1,0.9880253672599792
66,1,1,0.9999383687973022
67,1,1,0.5144592523574829
68,1,1,0.9997242093086244
69,1,1,0.986840844154358
70,1,1,0.8534442782402039
71,1,1,0.9999058246612548
72,1,1,0.9994787573814392
73,1,1,0.9431210160255432
74,1,1,0.999991536140442
75,1,1,0.9989429116249084
76,1,1,0.9965207576751708
77,1,1,0.9999616146087646
78,1,1,0.9998076558113098
79,1,1,0.9801104068756104
80,1,1,0.99983549118042
81,1,1,0.9995057582855223
82,1,1,0.996728777885437
83,1,1,0.996134877204895
84,1,1,0.9996635913848876
85,1,1,0.9962465167045592
86,1,1,0.99641752243042
87,1,1,0.9986066222190856
88,1,1,0.9839604496955872
89,1,1,0.9924790859222412
90,1,1,0.9999829530715942
91,1,58,0.3961702287197113
92,1,1,0.9965572357177734
93,1,1,0.999984622001648
94,1,1,0.9995101690292358
95,1,1,0.9995866417884828
96,1,1,0.8754976391792297
97,1,1,0.9997709393501282
98,1,1,0.9868701100349426
99,1,1,0.7298694849014282
100,2,2,0.999321222305298
101,2,2,0.9973610043525696
102,2,391,0.5043571591377258
103,2,2,0.8854997158050537
104,2,2,0.995173990726471
105,2,2,0.897430419921875
106,2,2,0.9573640823364258
107,2,148,0.6827669143676758
108,2,2,0.9819260239601136
109,2,3,0.4946052432060241
110,2,2,0.9902584552764891
111,2,2,0.9994864463806152
112,2,721,0.4134332537651062
113,2,2,0.8371155261993408
114,2,2,0.9730303883552552
115,2,2,0.997526228427887
116,2,2,0.9900901317596436
117,2,2,0.908125936985016
118,2,2,0.8642656207084656
119,2,2,0.9843517541885376
120,2,2,0.99620121717453
121,2,2,0.9969109892845154
122,2,2,0.9329947233200072
123,2,2,0.998764157295227
124,2,2,0.9973511695861816
125,2,2,0.9994645714759828
126,2,2,0.9867429733276368
127,2,147,0.3368620574474334
128,2,2,0.9299142956733704
129,2,2,0.998728334903717
130,2,3,0.9941652417182922
131,2,2,0.991214394569397
132,2,2,0.997406542301178
133,2,2,0.9993688464164734
134,2,2,0.7908042669296265
135,2,2,0.9989328980445862
136,2,2,0.9923715591430664
137,2,2,0.9954919815063475
138,2,2,0.9928521513938904
139,2,2,0.838619589805603
140,2,2,0.9608282446861268
141,2,2,0.9979175925254822
142,2,2,0.990362286567688
143,2,3,0.8546979427337646
144,2,2,0.996788501739502
145,2,4,0.7284809947013855
146,2,4,0.7771152853965759
147,2,2,0.5349298119544983
148,2,2,0.9780104756355286
149,2,2,0.914748191833496
150,3,3,0.6862285137176514
151,3,3,0.8323794007301331
152,3,3,0.7534165978431702
153,3,3,0.6128827929496765
154,3,3,0.9868278503417968
155,3,3,0.7732440829277039
156,3,3,0.850775420665741
157,3,3,0.9743791222572328
158,3,3,0.7278697490692139
159,3,3,0.9069840908050536
160,3,3,0.9974599480628968
161,3,3,0.9895833730697632
162,3,4,0.7710867524147034
163,3,3,0.96430504322052
164,3,147,0.8043943643569946
165,3,2,0.725886881351471
166,3,2,0.6793863773345947
167,3,3,0.9495849609375
168,3,3,0.9866099953651428
169,3,4,0.7367319464683533
170,3,3,0.7813770771026611
171,3,3,0.9949591159820556
172,3,3,0.9820607900619508
173,3,3,0.9780940413475036
174,3,3,0.5415475964546204
175,3,147,0.9896880984306335
176,3,3,0.9852445721626282
177,3,3,0.9211772680282592
178,3,3,0.995449960231781
179,3,394,0.9461860060691832
180,3,3,0.9941629767417908
181,3,3,0.9635000228881836
182,3,3,0.9965351819992064
183,3,3,0.9673563838005066
184,3,3,0.6802404522895813
185,3,3,0.999107301235199
186,3,3,0.9625155329704284
187,3,4,0.5620127320289612
188,3,2,0.6753168702125549
189,3,3,0.5786360502243042
190,3,3,0.9669111371040344
191,3,2,0.6255788803100586
192,3,3,0.9917804598808287
193,3,3,0.9316056966781616
194,3,3,0.9988490343093872
195,3,3,0.9084532260894777
196,3,3,0.4484032690525055
197,3,3,0.7885521054267883
198,3,3,0.9880664348602296
199,3,3,0.8795474171638489
200,4,395,0.8726145029067993
201,4,4,0.9697884321212769
202,4,4,0.9981833100318908
203,4,4,0.9075632691383362
204,4,4,0.9995530247688292
205,4,4,0.977891445159912
206,4,4,0.7692080736160278
207,4,4,0.9889057874679564
208,4,391,0.9945131540298462
209,4,4,0.9998472929000854
210,4,4,0.8803717494010925
211,4,4,0.9586811661720276
212,4,4,0.9927834272384644
213,4,4,0.9878917932510376
214,4,4,0.7443138360977173
215,4,4,0.9863495230674744
216,4,4,0.9860939979553224
217,4,4,0.2637619376182556
218,4,4,0.9872548580169678
219,4,4,0.8726279139518738
220,4,3,0.6948595643043518
221,4,2,0.954444169998169
222,4,4,0.976630926132202
223,4,4,0.993313491344452
224,4,4,0.9758657217025756
225,4,4,0.9934565424919128
226,4,4,0.9814939498901368
227,4,4,0.9880717992782592
228,4,4,0.9890068769454956
229,4,4,0.9930625557899476
230,4,4,0.9842858910560608
231,4,4,0.922822117805481
232,4,4,0.9340423345565796
233,4,4,0.9939807653427124
234,4,5,0.4930901825428009
235,4,6,0.3646376729011535
236,4,4,0.8331734538078308
237,4,4,0.966371476650238
238,4,4,0.989013969898224
239,4,4,0.6178442239761353
240,4,34,0.844104528427124
241,4,4,0.92127925157547
242,4,4,0.964274764060974
243,4,4,0.975126087665558
244,4,4,0.9970393776893616
245,4,4,0.966711401939392
246,4,4,0.9899436235427856
247,4,4,0.821858286857605
248,4,4,0.9915059208869934
249,4,4,0.884724497795105
250,5,5,0.3926534354686737
251,5,5,0.9335241913795472
252,5,5,0.8087847828865051
253,5,5,0.9558103084564208
254,5,5,0.9781347513198853
255,5,5,0.9980826377868652
256,5,5,0.7647703289985657
257,5,5,0.9993298053741456
258,5,5,0.9991952776908876
259,5,5,0.999409556388855
260,5,5,0.6052656769752502
261,5,5,0.9469583630561828
262,5,467,0.6153535842895508
263,5,6,0.8980027437210083
264,5,6,0.901360809803009
265,5,5,0.99949312210083
266,5,5,0.9856653213500975
267,5,5,0.9291118383407592
268,5,6,0.8764485120773315
269,5,5,0.9570222496986388
270,5,5,0.9919819235801696
271,5,3,0.5643189549446106
272,5,5,0.9953315854072572
273,5,3,0.9902265071868896
274,5,5,0.7038954496383667
275,5,6,0.6786609292030334
276,5,65,0.6636260151863098
277,5,5,0.999610722064972
278,5,395,0.361809641122818
279,5,5,0.9452701210975648
280,5,5,0.9981303811073304
281,5,5,0.9908847212791444
282,5,5,0.6851426362991333
283,5,6,0.3701124787330627
284,5,5,0.9992086291313172
285,5,5,0.9998261332511902
286,5,5,0.964356005191803
287,5,5,0.913355827331543
288,5,5,0.9983741044998168
289,5,973,0.5390045642852783
290,5,5,0.8684878945350647
291,5,5,0.8218498229980469
292,5,5,0.7980207204818726
293,5,148,0.3909628689289093
294,5,389,0.4811188876628876
295,5,5,0.9979296922683716
296,5,5,0.9959476590156556
297,5,5,0.7277927994728088
298,5,5,0.5350305438041687
299,5,5,0.9950621724128724
300,6,6,0.97882342338562
301,6,5,0.6311388611793518
302,6,6,0.94584983587265
303,6,6,0.9179733991622924
304,6,6,0.9601126313209534
305,6,6,0.8848548531532288
306,6,6,0.98985755443573
307,6,6,0.7950514554977417
308,6,6,0.974783182144165
309,6,591,0.4963720440864563
310,6,6,0.976428210735321
311,6,6,0.7631721496582031
312,6,6,0.996204435825348
313,6,6,0.9222113490104676
314,6,6,0.8553296327590942
315,6,6,0.9745376706123352
316,6,6,0.9427283406257628
317,6,6,0.9461048245429992
318,6,6,0.7612950801849365
319,6,6,0.993906795978546
320,6,6,0.988017439842224
321,6,6,0.7584400177001953
322,6,6,0.8641166687011719
323,6,6,0.6158646941184998
324,6,6,0.896629273891449
325,6,6,0.9939653277397156
326,6,6,0.8857736587524414
327,6,6,0.8405151963233948
328,6,6,0.9679104685783386
329,6,983,0.4233399331569671
330,6,6,0.9944363832473756
331,6,6,0.933642327785492
332,6,6,0.9815998673439026
333,6,4,0.6772318482398987
334,6,6,0.7985415458679199
335,6,6,0.9990463852882384
336,6,6,0.945468544960022
337,6,6,0.994257926940918
338,6,6,0.919313907623291
339,6,6,0.7626510858535767
340,6,6,0.8775968551635742
341,6,391,0.353425920009613
342,6,6,0.9161952137947084
343,6,6,0.8865413069725037
344,6,6,0.6193085312843323
345,6,460,0.3399252891540527
346,6,6,0.8193490505218506
347,6,6,0.6669096350669861
348,6,6,0.6850948929786682
349,6,6,0.9901012182235718
350,7,8,0.5954321026802063
351,7,8,0.9178718328475952
352,7,7,0.9951861500740052
353,7,7,0.9200415015220642
354,7,84,0.4130395948886871
355,7,7,0.6301390528678894
356,7,7,0.9093533158302308
357,7,7,0.9318677186965942
358,7,7,0.5548759698867798
359,7,7,0.9340275526046752
360,7,7,0.9972789883613586
361,7,7,0.8925109505653381
362,7,544,0.0505816526710987
363,7,8,0.961909830570221
364,7,7,0.9885647892951964
365,7,80,0.2346128821372985
366,7,7,0.9741998314857484
367,7,8,0.6585680246353149
368,7,7,0.3590603470802307
369,7,7,0.7244472503662109
370,7,8,0.7332327365875244
371,7,7,0.5584000945091248
372,7,7,0.971535623073578
373,7,7,0.9901641011238098
374,7,7,0.9573808312416076
375,7,7,0.6038898825645447
376,7,8,0.7879799604415894
377,7,7,0.9574507474899292
378,7,7,0.960547149181366
379,7,7,0.8768520951271057
380,7,7,0.994316041469574
381,7,7,0.9867883920669556
382,7,7,0.945832908153534
